C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:0
D73C  20 80 F9  JSR $F980                       A:7F X:33 Y:CE P:65 SP:FB CYC:7522
F980  38        SEC                             A:7F X:33 Y:CE P:65 SP:F9 CYC:7528
F981  A9 81     LDA #$81                        A:7F X:33 Y:CE P:65 SP:F9 CYC:7530
F983  60        RTS                             A:81 X:33 Y:CE P:E5 SP:F9 CYC:7532
D73F  ED 78 06  SBC $0678 = 7F                  A:81 X:33 Y:CE P:E5 SP:FB CYC:7538
D742  20 84 F9  JSR $F984                       A:02 X:33 Y:CE P:65 SP:FB CYC:7542
F984  50 07     BVC $F98D                       A:02 X:33 Y:CE P:65 SP:F9 CYC:7548
F986  90 05     BCC $F98D                       A:02 X:33 Y:CE P:65 SP:F9 CYC:7550
F988  C9 02     CMP #$02                        A:02 X:33 Y:CE P:65 SP:F9 CYC:7552
F98A  D0 01     BNE $F98D                       A:02 X:33 Y:CE P:67 SP:F9 CYC:7554
F98C  60        RTS                             A:02 X:33 Y:CE P:67 SP:F9 CYC:7556
D745  C8        INY                             A:02 X:33 Y:CE P:67 SP:FB CYC:7562
D746  A9 40     LDA #$40                        A:02 X:33 Y:CF P:E5 SP:FB CYC:7564
D748  8D 78 06  STA $0678 = 7F                  A:40 X:33 Y:CF P:65 SP:FB CYC:7566
D74B  20 89 F8  JSR $F889                       A:40 X:33 Y:CF P:65 SP:FB CYC:7570
F889  24 01     BIT $01 = FF                    A:40 X:33 Y:CF P:65 SP:F9 CYC:7576
F88B  A9 40     LDA #$40                        A:40 X:33 Y:CF P:E5 SP:F9 CYC:7579
F88D  60        RTS                             A:40 X:33 Y:CF P:65 SP:F9 CYC:7581
D74E  AA        TAX                             A:40 X:33 Y:CF P:65 SP:FB CYC:7587
D74F  EC 78 06  CPX $0678 = 40                  A:40 X:40 Y:CF P:65 SP:FB CYC:7589
D752  20 8E F8  JSR $F88E                       A:40 X:40 Y:CF P:67 SP:FB CYC:7593
F88E  30 07     BMI $F897                       A:40 X:40 Y:CF P:67 SP:F9 CYC:7599
F890  90 05     BCC $F897                       A:40 X:40 Y:CF P:67 SP:F9 CYC:7601
F892  D0 03     BNE $F897                       A:40 X:40 Y:CF P:67 SP:F9 CYC:7603
F894  50 01     BVC $F897                       A:40 X:40 Y:CF P:67 SP:F9 CYC:7605
F896  60        RTS                             A:40 X:40 Y:CF P:67 SP:F9 CYC:7607
D755  C8        INY                             A:40 X:40 Y:CF P:67 SP:FB CYC:7613
D756  A9 3F     LDA #$3F                        A:40 X:40 Y:D0 P:E5 SP:FB CYC:7615
D758  8D 78 06  STA $0678 = 40                  A:3F X:40 Y:D0 P:65 SP:FB CYC:7617
D75B  20 9A F8  JSR $F89A                       A:3F X:40 Y:D0 P:65 SP:FB CYC:7621
F89A  B8        CLV                             A:3F X:40 Y:D0 P:65 SP:F9 CYC:7627
F89B  60        RTS                             A:3F X:40 Y:D0 P:25 SP:F9 CYC:7629
D75E  EC 78 06  CPX $0678 = 3F                  A:3F X:40 Y:D0 P:25 SP:FB CYC:7635
D761  20 9C F8  JSR $F89C                       A:3F X:40 Y:D0 P:25 SP:FB CYC:7639
F89C  F0 07     BEQ $F8A5                       A:3F X:40 Y:D0 P:25 SP:F9 CYC:7645
F89E  30 05     BMI $F8A5                       A:3F X:40 Y:D0 P:25 SP:F9 CYC:7647
F8A0  90 03     BCC $F8A5                       A:3F X:40 Y:D0 P:25 SP:F9 CYC:7649
F8A2  70 01     BVS $F8A5                       A:3F X:40 Y:D0 P:25 SP:F9 CYC:7651
F8A4  60        RTS                             A:3F X:40 Y:D0 P:25 SP:F9 CYC:7653
D764  C8        INY                             A:3F X:40 Y:D0 P:25 SP:FB CYC:7659
D765  A9 41     LDA #$41                        A:3F X:40 Y:D1 P:A5 SP:FB CYC:7661
D767  8D 78 06  STA $0678 = 3F                  A:41 X:40 Y:D1 P:25 SP:FB CYC:7663
D76A  EC 78 06  CPX $0678 = 41                  A:41 X:40 Y:D1 P:25 SP:FB CYC:7667
D76D  20 A8 F8  JSR $F8A8                       A:41 X:40 Y:D1 P:A4 SP:FB CYC:7671
F8A8  F0 05     BEQ $F8AF                       A:41 X:40 Y:D1 P:A4 SP:F9 CYC:7677
F8AA  10 03     BPL $F8AF                       A:41 X:40 Y:D1 P:A4 SP:F9 CYC:7679
F8AC  10 01     BPL $F8AF                       A:41 X:40 Y:D1 P:A4 SP:F9 CYC:7681
F8AE  60        RTS                             A:41 X:40 Y:D1 P:A4 SP:F9 CYC:7683
D770  C8        INY                             A:41 X:40 Y:D1 P:A4 SP:FB CYC:7689
D771  A9 00     LDA #$00                        A:41 X:40 Y:D2 P:A4 SP:FB CYC:7691
D773  8D 78 06  STA $0678 = 41                  A:00 X:40 Y:D2 P:26 SP:FB CYC:7693
D776  20 B2 F8  JSR $F8B2                       A:00 X:40 Y:D2 P:26 SP:FB CYC:7697
F8B2  A9 80     LDA #$80                        A:00 X:40 Y:D2 P:26 SP:F9 CYC:7703
F8B4  60        RTS                             A:80 X:40 Y:D2 P:A4 SP:F9 CYC:7705
D779  AA        TAX                             A:80 X:40 Y:D2 P:A4 SP:FB CYC:7711
D77A  EC 78 06  CPX $0678 = 00                  A:80 X:80 Y:D2 P:A4 SP:FB CYC:7713
D77D  20 B5 F8  JSR $F8B5                       A:80 X:80 Y:D2 P:A5 SP:FB CYC:7717
F8B5  F0 05     BEQ $F8BC                       A:80 X:80 Y:D2 P:A5 SP:F9 CYC:7723
F8B7  10 03     BPL $F8BC                       A:80 X:80 Y:D2 P:A5 SP:F9 CYC:7725
F8B9  90 01     BCC $F8BC                       A:80 X:80 Y:D2 P:A5 SP:F9 CYC:7727
F8BB  60        RTS                             A:80 X:80 Y:D2 P:A5 SP:F9 CYC:7729
D780  C8        INY                             A:80 X:80 Y:D2 P:A5 SP:FB CYC:7735
D781  A9 80     LDA #$80                        A:80 X:80 Y:D3 P:A5 SP:FB CYC:7737
D783  8D 78 06  STA $0678 = 00                  A:80 X:80 Y:D3 P:A5 SP:FB CYC:7739
D786  EC 78 06  CPX $0678 = 80                  A:80 X:80 Y:D3 P:A5 SP:FB CYC:7743
D789  20 BF F8  JSR $F8BF                       A:80 X:80 Y:D3 P:27 SP:FB CYC:7747
F8BF  D0 05     BNE $F8C6                       A:80 X:80 Y:D3 P:27 SP:F9 CYC:7753
F8C1  30 03     BMI $F8C6                       A:80 X:80 Y:D3 P:27 SP:F9 CYC:7755
F8C3  90 01     BCC $F8C6                       A:80 X:80 Y:D3 P:27 SP:F9 CYC:7757
F8C5  60        RTS                             A:80 X:80 Y:D3 P:27 SP:F9 CYC:7759
D78C  C8        INY                             A:80 X:80 Y:D3 P:27 SP:FB CYC:7765
D78D  A9 81     LDA #$81                        A:80 X:80 Y:D4 P:A5 SP:FB CYC:7767
D78F  8D 78 06  STA $0678 = 80                  A:81 X:80 Y:D4 P:A5 SP:FB CYC:7769
D792  EC 78 06  CPX $0678 = 81                  A:81 X:80 Y:D4 P:A5 SP:FB CYC:7773
D795  20 C9 F8  JSR $F8C9                       A:81 X:80 Y:D4 P:A4 SP:FB CYC:7777
F8C9  B0 05     BCS $F8D0                       A:81 X:80 Y:D4 P:A4 SP:F9 CYC:7783
F8CB  F0 03     BEQ $F8D0                       A:81 X:80 Y:D4 P:A4 SP:F9 CYC:7785
F8CD  10 01     BPL $F8D0                       A:81 X:80 Y:D4 P:A4 SP:F9 CYC:7787
F8CF  60        RTS                             A:81 X:80 Y:D4 P:A4 SP:F9 CYC:7789
D798  C8        INY                             A:81 X:80 Y:D4 P:A4 SP:FB CYC:7795
D799  A9 7F     LDA #$7F                        A:81 X:80 Y:D5 P:A4 SP:FB CYC:7797
D79B  8D 78 06  STA $0678 = 81                  A:7F X:80 Y:D5 P:24 SP:FB CYC:7799
D79E  EC 78 06  CPX $0678 = 7F                  A:7F X:80 Y:D5 P:24 SP:FB CYC:7803
D7A1  20 D3 F8  JSR $F8D3                       A:7F X:80 Y:D5 P:25 SP:FB CYC:7807
F8D3  90 05     BCC $F8DA                       A:7F X:80 Y:D5 P:25 SP:F9 CYC:7813
F8D5  F0 03     BEQ $F8DA                       A:7F X:80 Y:D5 P:25 SP:F9 CYC:7815
F8D7  30 01     BMI $F8DA                       A:7F X:80 Y:D5 P:25 SP:F9 CYC:7817
F8D9  60        RTS                             A:7F X:80 Y:D5 P:25 SP:F9 CYC:7819
D7A4  C8        INY                             A:7F X:80 Y:D5 P:25 SP:FB CYC:7825
D7A5  98        TYA                             A:7F X:80 Y:D6 P:A5 SP:FB CYC:7827
D7A6  AA        TAX                             A:D6 X:80 Y:D6 P:A5 SP:FB CYC:7829
D7A7  A9 40     LDA #$40                        A:D6 X:D6 Y:D6 P:A5 SP:FB CYC:7831
D7A9  8D 78 06  STA $0678 = 7F                  A:40 X:D6 Y:D6 P:25 SP:FB CYC:7833
D7AC  20 DD F8  JSR $F8DD                       A:40 X:D6 Y:D6 P:25 SP:FB CYC:7837
F8DD  24 01     BIT $01 = FF                    A:40 X:D6 Y:D6 P:25 SP:F9 CYC:7843
F8DF  A0 40     LDY #$40                        A:40 X:D6 Y:D6 P:E5 SP:F9 CYC:7846
F8E1  60        RTS                             A:40 X:D6 Y:40 P:65 SP:F9 CYC:7848
D7AF  CC 78 06  CPY $0678 = 40                  A:40 X:D6 Y:40 P:65 SP:FB CYC:7854
D7B2  20 E2 F8  JSR $F8E2                       A:40 X:D6 Y:40 P:67 SP:FB CYC:7858
F8E2  30 07     BMI $F8EB                       A:40 X:D6 Y:40 P:67 SP:F9 CYC:7864
F8E4  90 05     BCC $F8EB                       A:40 X:D6 Y:40 P:67 SP:F9 CYC:7866
F8E6  D0 03     BNE $F8EB                       A:40 X:D6 Y:40 P:67 SP:F9 CYC:7868
F8E8  50 01     BVC $F8EB                       A:40 X:D6 Y:40 P:67 SP:F9 CYC:7870
F8EA  60        RTS                             A:40 X:D6 Y:40 P:67 SP:F9 CYC:7872
D7B5  E8        INX                             A:40 X:D6 Y:40 P:67 SP:FB CYC:7878
D7B6  A9 3F     LDA #$3F                        A:40 X:D7 Y:40 P:E5 SP:FB CYC:7880
D7B8  8D 78 06  STA $0678 = 40                  A:3F X:D7 Y:40 P:65 SP:FB CYC:7882
D7BB  20 EE F8  JSR $F8EE                       A:3F X:D7 Y:40 P:65 SP:FB CYC:7886
F8EE  B8        CLV                             A:3F X:D7 Y:40 P:65 SP:F9 CYC:7892
F8EF  60        RTS                             A:3F X:D7 Y:40 P:25 SP:F9 CYC:7894
D7BE  CC 78 06  CPY $0678 = 3F                  A:3F X:D7 Y:40 P:25 SP:FB CYC:7900
D7C1  20 F0 F8  JSR $F8F0                       A:3F X:D7 Y:40 P:25 SP:FB CYC:7904
F8F0  F0 07     BEQ $F8F9                       A:3F X:D7 Y:40 P:25 SP:F9 CYC:7910
F8F2  30 05     BMI $F8F9                       A:3F X:D7 Y:40 P:25 SP:F9 CYC:7912
F8F4  90 03     BCC $F8F9                       A:3F X:D7 Y:40 P:25 SP:F9 CYC:7914
F8F6  70 01     BVS $F8F9                       A:3F X:D7 Y:40 P:25 SP:F9 CYC:7916
F8F8  60        RTS                             A:3F X:D7 Y:40 P:25 SP:F9 CYC:7918
D7C4  E8        INX                             A:3F X:D7 Y:40 P:25 SP:FB CYC:7924
D7C5  A9 41     LDA #$41                        A:3F X:D8 Y:40 P:A5 SP:FB CYC:7926
D7C7  8D 78 06  STA $0678 = 3F                  A:41 X:D8 Y:40 P:25 SP:FB CYC:7928
D7CA  CC 78 06  CPY $0678 = 41                  A:41 X:D8 Y:40 P:25 SP:FB CYC:7932
D7CD  20 FC F8  JSR $F8FC                       A:41 X:D8 Y:40 P:A4 SP:FB CYC:7936
F8FC  F0 05     BEQ $F903                       A:41 X:D8 Y:40 P:A4 SP:F9 CYC:7942
F8FE  10 03     BPL $F903                       A:41 X:D8 Y:40 P:A4 SP:F9 CYC:7944
F900  10 01     BPL $F903                       A:41 X:D8 Y:40 P:A4 SP:F9 CYC:7946
F902  60        RTS                             A:41 X:D8 Y:40 P:A4 SP:F9 CYC:7948
D7D0  E8        INX                             A:41 X:D8 Y:40 P:A4 SP:FB CYC:7954
D7D1  A9 00     LDA #$00                        A:41 X:D9 Y:40 P:A4 SP:FB CYC:7956
D7D3  8D 78 06  STA $0678 = 41                  A:00 X:D9 Y:40 P:26 SP:FB CYC:7958
D7D6  20 06 F9  JSR $F906                       A:00 X:D9 Y:40 P:26 SP:FB CYC:7962
F906  A0 80     LDY #$80                        A:00 X:D9 Y:40 P:26 SP:F9 CYC:7968
F908  60        RTS                             A:00 X:D9 Y:80 P:A4 SP:F9 CYC:7970
D7D9  CC 78 06  CPY $0678 = 00                  A:00 X:D9 Y:80 P:A4 SP:FB CYC:7976
D7DC  20 09 F9  JSR $F909                       A:00 X:D9 Y:80 P:A5 SP:FB CYC:7980
F909  F0 05     BEQ $F910                       A:00 X:D9 Y:80 P:A5 SP:F9 CYC:7986
F90B  10 03     BPL $F910                       A:00 X:D9 Y:80 P:A5 SP:F9 CYC:7988
F90D  90 01     BCC $F910                       A:00 X:D9 Y:80 P:A5 SP:F9 CYC:7990
F90F  60        RTS                             A:00 X:D9 Y:80 P:A5 SP:F9 CYC:7992
D7DF  E8        INX                             A:00 X:D9 Y:80 P:A5 SP:FB CYC:7998
D7E0  A9 80     LDA #$80                        A:00 X:DA Y:80 P:A5 SP:FB CYC:8000
D7E2  8D 78 06  STA $0678 = 00                  A:80 X:DA Y:80 P:A5 SP:FB CYC:8002
D7E5  CC 78 06  CPY $0678 = 80                  A:80 X:DA Y:80 P:A5 SP:FB CYC:8006
D7E8  20 13 F9  JSR $F913                       A:80 X:DA Y:80 P:27 SP:FB CYC:8010
F913  D0 05     BNE $F91A                       A:80 X:DA Y:80 P:27 SP:F9 CYC:8016
F915  30 03     BMI $F91A                       A:80 X:DA Y:80 P:27 SP:F9 CYC:8018
F917  90 01     BCC $F91A                       A:80 X:DA Y:80 P:27 SP:F9 CYC:8020
F919  60        RTS                             A:80 X:DA Y:80 P:27 SP:F9 CYC:8022
D7EB  E8        INX                             A:80 X:DA Y:80 P:27 SP:FB CYC:8028
D7EC  A9 81     LDA #$81                        A:80 X:DB Y:80 P:A5 SP:FB CYC:8030
D7EE  8D 78 06  STA $0678 = 80                  A:81 X:DB Y:80 P:A5 SP:FB CYC:8032
D7F1  CC 78 06  CPY $0678 = 81                  A:81 X:DB Y:80 P:A5 SP:FB CYC:8036
D7F4  20 1D F9  JSR $F91D                       A:81 X:DB Y:80 P:A4 SP:FB CYC:8040
F91D  B0 05     BCS $F924                       A:81 X:DB Y:80 P:A4 SP:F9 CYC:8046
F91F  F0 03     BEQ $F924                       A:81 X:DB Y:80 P:A4 SP:F9 CYC:8048
F921  10 01     BPL $F924                       A:81 X:DB Y:80 P:A4 SP:F9 CYC:8050
F923  60        RTS                             A:81 X:DB Y:80 P:A4 SP:F9 CYC:8052
D7F7  E8        INX                             A:81 X:DB Y:80 P:A4 SP:FB CYC:8058
D7F8  A9 7F     LDA #$7F                        A:81 X:DC Y:80 P:A4 SP:FB CYC:8060
D7FA  8D 78 06  STA $0678 = 81                  A:7F X:DC Y:80 P:24 SP:FB CYC:8062
D7FD  CC 78 06  CPY $0678 = 7F                  A:7F X:DC Y:80 P:24 SP:FB CYC:8066
D800  20 27 F9  JSR $F927                       A:7F X:DC Y:80 P:25 SP:FB CYC:8070
F927  90 05     BCC $F92E                       A:7F X:DC Y:80 P:25 SP:F9 CYC:8076
F929  F0 03     BEQ $F92E                       A:7F X:DC Y:80 P:25 SP:F9 CYC:8078
F92B  30 01     BMI $F92E                       A:7F X:DC Y:80 P:25 SP:F9 CYC:8080
F92D  60        RTS                             A:7F X:DC Y:80 P:25 SP:F9 CYC:8082
D803  E8        INX                             A:7F X:DC Y:80 P:25 SP:FB CYC:8088
D804  8A        TXA                             A:7F X:DD Y:80 P:A5 SP:FB CYC:8090
D805  A8        TAY                             A:DD X:DD Y:80 P:A5 SP:FB CYC:8092
D806  20 90 F9  JSR $F990                       A:DD X:DD Y:DD P:A5 SP:FB CYC:8094
F990  A2 55     LDX #$55                        A:DD X:DD Y:DD P:A5 SP:F9 CYC:8100
F992  A9 FF     LDA #$FF                        A:DD X:55 Y:DD P:25 SP:F9 CYC:8102
F994  85 01     STA $01 = FF                    A:FF X:55 Y:DD P:A5 SP:F9 CYC:8104
F996  EA        NOP                             A:FF X:55 Y:DD P:A5 SP:F9 CYC:8107
F997  24 01     BIT $01 = FF                    A:FF X:55 Y:DD P:A5 SP:F9 CYC:8109
F999  38        SEC                             A:FF X:55 Y:DD P:E5 SP:F9 CYC:8112
F99A  A9 01     LDA #$01                        A:FF X:55 Y:DD P:E5 SP:F9 CYC:8114
F99C  60        RTS                             A:01 X:55 Y:DD P:65 SP:F9 CYC:8116
D809  8D 78 06  STA $0678 = 7F                  A:01 X:55 Y:DD P:65 SP:FB CYC:8122
D80C  4E 78 06  LSR $0678 = 01                  A:01 X:55 Y:DD P:65 SP:FB CYC:8126
D80F  AD 78 06  LDA $0678 = 00                  A:01 X:55 Y:DD P:67 SP:FB CYC:8132
D812  20 9D F9  JSR $F99D                       A:00 X:55 Y:DD P:67 SP:FB CYC:8136
F99D  90 1B     BCC $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:8142
F99F  D0 19     BNE $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:8144
F9A1  30 17     BMI $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:8146
F9A3  50 15     BVC $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:8148
F9A5  C9 00     CMP #$00                        A:00 X:55 Y:DD P:67 SP:F9 CYC:8150
F9A7  D0 11     BNE $F9BA                       A:00 X:55 Y:DD P:67 SP:F9 CYC:8152
F9A9  B8        CLV                             A:00 X:55 Y:DD P:67 SP:F9 CYC:8154
F9AA  A9 AA     LDA #$AA                        A:00 X:55 Y:DD P:27 SP:F9 CYC:8156
F9AC  60        RTS                             A:AA X:55 Y:DD P:A5 SP:F9 CYC:8158
D815  C8        INY                             A:AA X:55 Y:DD P:A5 SP:FB CYC:8164
D816  8D 78 06  STA $0678 = 00                  A:AA X:55 Y:DE P:A5 SP:FB CYC:8166
D819  4E 78 06  LSR $0678 = AA                  A:AA X:55 Y:DE P:A5 SP:FB CYC:8170
D81C  AD 78 06  LDA $0678 = 55                  A:AA X:55 Y:DE P:24 SP:FB CYC:8176
D81F  20 AD F9  JSR $F9AD                       A:55 X:55 Y:DE P:24 SP:FB CYC:8180
F9AD  B0 0B     BCS $F9BA                       A:55 X:55 Y:DE P:24 SP:F9 CYC:8186
F9AF  F0 09     BEQ $F9BA                       A:55 X:55 Y:DE P:24 SP:F9 CYC:8188
F9B1  30 07     BMI $F9BA                       A:55 X:55 Y:DE P:24 SP:F9 CYC:8190
F9B3  70 05     BVS $F9BA                       A:55 X:55 Y:DE P:24 SP:F9 CYC:8192
F9B5  C9 55     CMP #$55                        A:55 X:55 Y:DE P:24 SP:F9 CYC:8194
F9B7  D0 01     BNE $F9BA                       A:55 X:55 Y:DE P:27 SP:F9 CYC:8196
F9B9  60        RTS                             A:55 X:55 Y:DE P:27 SP:F9 CYC:8198
D822  C8        INY                             A:55 X:55 Y:DE P:27 SP:FB CYC:8204
D823  20 BD F9  JSR $F9BD                       A:55 X:55 Y:DF P:A5 SP:FB CYC:8206
F9BD  24 01     BIT $01 = FF                    A:55 X:55 Y:DF P:A5 SP:F9 CYC:8212
F9BF  38        SEC                             A:55 X:55 Y:DF P:E5 SP:F9 CYC:8215
F9C0  A9 80     LDA #$80                        A:55 X:55 Y:DF P:E5 SP:F9 CYC:8217
F9C2  60        RTS                             A:80 X:55 Y:DF P:E5 SP:F9 CYC:8219
D826  8D 78 06  STA $0678 = 55                  A:80 X:55 Y:DF P:E5 SP:FB CYC:8225
D829  0E 78 06  ASL $0678 = 80                  A:80 X:55 Y:DF P:E5 SP:FB CYC:8229
D82C  AD 78 06  LDA $0678 = 00                  A:80 X:55 Y:DF P:67 SP:FB CYC:8235
D82F  20 C3 F9  JSR $F9C3                       A:00 X:55 Y:DF P:67 SP:FB CYC:8239
F9C3  90 1C     BCC $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:8245
F9C5  D0 1A     BNE $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:8247
F9C7  30 18     BMI $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:8249
F9C9  50 16     BVC $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:8251
F9CB  C9 00     CMP #$00                        A:00 X:55 Y:DF P:67 SP:F9 CYC:8253
F9CD  D0 12     BNE $F9E1                       A:00 X:55 Y:DF P:67 SP:F9 CYC:8255
F9CF  B8        CLV                             A:00 X:55 Y:DF P:67 SP:F9 CYC:8257
F9D0  A9 55     LDA #$55                        A:00 X:55 Y:DF P:27 SP:F9 CYC:8259
F9D2  38        SEC                             A:55 X:55 Y:DF P:25 SP:F9 CYC:8261
F9D3  60        RTS                             A:55 X:55 Y:DF P:25 SP:F9 CYC:8263
D832  C8        INY                             A:55 X:55 Y:DF P:25 SP:FB CYC:8269
D833  8D 78 06  STA $0678 = 00                  A:55 X:55 Y:E0 P:A5 SP:FB CYC:8271
D836  0E 78 06  ASL $0678 = 55                  A:55 X:55 Y:E0 P:A5 SP:FB CYC:8275
D839  AD 78 06  LDA $0678 = AA                  A:55 X:55 Y:E0 P:A4 SP:FB CYC:8281
D83C  20 D4 F9  JSR $F9D4                       A:AA X:55 Y:E0 P:A4 SP:FB CYC:8285
F9D4  B0 0B     BCS $F9E1                       A:AA X:55 Y:E0 P:A4 SP:F9 CYC:8291
F9D6  F0 09     BEQ $F9E1                       A:AA X:55 Y:E0 P:A4 SP:F9 CYC:8293
F9D8  10 07     BPL $F9E1                       A:AA X:55 Y:E0 P:A4 SP:F9 CYC:8295
F9DA  70 05     BVS $F9E1                       A:AA X:55 Y:E0 P:A4 SP:F9 CYC:8297
F9DC  C9 AA     CMP #$AA                        A:AA X:55 Y:E0 P:A4 SP:F9 CYC:8299
F9DE  D0 01     BNE $F9E1                       A:AA X:55 Y:E0 P:27 SP:F9 CYC:8301
F9E0  60        RTS                             A:AA X:55 Y:E0 P:27 SP:F9 CYC:8303
D83F  C8        INY                             A:AA X:55 Y:E0 P:27 SP:FB CYC:8309
D840  20 E4 F9  JSR $F9E4                       A:AA X:55 Y:E1 P:A5 SP:FB CYC:8311
F9E4  24 01     BIT $01 = FF                    A:AA X:55 Y:E1 P:A5 SP:F9 CYC:8317
F9E6  38        SEC                             A:AA X:55 Y:E1 P:E5 SP:F9 CYC:8320
F9E7  A9 01     LDA #$01                        A:AA X:55 Y:E1 P:E5 SP:F9 CYC:8322
F9E9  60        RTS                             A:01 X:55 Y:E1 P:65 SP:F9 CYC:8324
D843  8D 78 06  STA $0678 = AA                  A:01 X:55 Y:E1 P:65 SP:FB CYC:8330
D846  6E 78 06  ROR $0678 = 01                  A:01 X:55 Y:E1 P:65 SP:FB CYC:8334
D849  AD 78 06  LDA $0678 = 80                  A:01 X:55 Y:E1 P:E5 SP:FB CYC:8340
D84C  20 EA F9  JSR $F9EA                       A:80 X:55 Y:E1 P:E5 SP:FB CYC:8344
F9EA  90 1C     BCC $FA08                       A:80 X:55 Y:E1 P:E5 SP:F9 CYC:8350
F9EC  F0 1A     BEQ $FA08                       A:80 X:55 Y:E1 P:E5 SP:F9 CYC:8352
F9EE  10 18     BPL $FA08                       A:80 X:55 Y:E1 P:E5 SP:F9 CYC:8354
F9F0  50 16     BVC $FA08                       A:80 X:55 Y:E1 P:E5 SP:F9 CYC:8356
F9F2  C9 80     CMP #$80                        A:80 X:55 Y:E1 P:E5 SP:F9 CYC:8358
F9F4  D0 12     BNE $FA08                       A:80 X:55 Y:E1 P:67 SP:F9 CYC:8360
F9F6  B8        CLV                             A:80 X:55 Y:E1 P:67 SP:F9 CYC:8362
F9F7  18        CLC                             A:80 X:55 Y:E1 P:27 SP:F9 CYC:8364
F9F8  A9 55     LDA #$55                        A:80 X:55 Y:E1 P:26 SP:F9 CYC:8366
F9FA  60        RTS                             A:55 X:55 Y:E1 P:24 SP:F9 CYC:8368
D84F  C8        INY                             A:55 X:55 Y:E1 P:24 SP:FB CYC:8374
D850  8D 78 06  STA $0678 = 80                  A:55 X:55 Y:E2 P:A4 SP:FB CYC:8376
D853  6E 78 06  ROR $0678 = 55                  A:55 X:55 Y:E2 P:A4 SP:FB CYC:8380
D856  AD 78 06  LDA $0678 = 2A                  A:55 X:55 Y:E2 P:25 SP:FB CYC:8386
D859  20 FB F9  JSR $F9FB                       A:2A X:55 Y:E2 P:25 SP:FB CYC:8390
F9FB  90 0B     BCC $FA08                       A:2A X:55 Y:E2 P:25 SP:F9 CYC:8396
F9FD  F0 09     BEQ $FA08                       A:2A X:55 Y:E2 P:25 SP:F9 CYC:8398
F9FF  30 07     BMI $FA08                       A:2A X:55 Y:E2 P:25 SP:F9 CYC:8400
FA01  70 05     BVS $FA08                       A:2A X:55 Y:E2 P:25 SP:F9 CYC:8402
FA03  C9 2A     CMP #$2A                        A:2A X:55 Y:E2 P:25 SP:F9 CYC:8404
FA05  D0 01     BNE $FA08                       A:2A X:55 Y:E2 P:27 SP:F9 CYC:8406
FA07  60        RTS                             A:2A X:55 Y:E2 P:27 SP:F9 CYC:8408
D85C  C8        INY                             A:2A X:55 Y:E2 P:27 SP:FB CYC:8414
D85D  20 0A FA  JSR $FA0A                       A:2A X:55 Y:E3 P:A5 SP:FB CYC:8416
FA0A  24 01     BIT $01 = FF                    A:2A X:55 Y:E3 P:A5 SP:F9 CYC:8422
FA0C  38        SEC                             A:2A X:55 Y:E3 P:E5 SP:F9 CYC:8425
FA0D  A9 80     LDA #$80                        A:2A X:55 Y:E3 P:E5 SP:F9 CYC:8427
FA0F  60        RTS                             A:80 X:55 Y:E3 P:E5 SP:F9 CYC:8429
D860  8D 78 06  STA $0678 = 2A                  A:80 X:55 Y:E3 P:E5 SP:FB CYC:8435
D863  2E 78 06  ROL $0678 = 80                  A:80 X:55 Y:E3 P:E5 SP:FB CYC:8439
D866  AD 78 06  LDA $0678 = 01                  A:80 X:55 Y:E3 P:65 SP:FB CYC:8445
D869  20 10 FA  JSR $FA10                       A:01 X:55 Y:E3 P:65 SP:FB CYC:8449
FA10  90 1C     BCC $FA2E                       A:01 X:55 Y:E3 P:65 SP:F9 CYC:8455
FA12  F0 1A     BEQ $FA2E                       A:01 X:55 Y:E3 P:65 SP:F9 CYC:8457
FA14  30 18     BMI $FA2E                       A:01 X:55 Y:E3 P:65 SP:F9 CYC:8459
FA16  50 16     BVC $FA2E                       A:01 X:55 Y:E3 P:65 SP:F9 CYC:8461
FA18  C9 01     CMP #$01                        A:01 X:55 Y:E3 P:65 SP:F9 CYC:8463
FA1A  D0 12     BNE $FA2E                       A:01 X:55 Y:E3 P:67 SP:F9 CYC:8465
FA1C  B8        CLV                             A:01 X:55 Y:E3 P:67 SP:F9 CYC:8467
FA1D  18        CLC                             A:01 X:55 Y:E3 P:27 SP:F9 CYC:8469
FA1E  A9 55     LDA #$55                        A:01 X:55 Y:E3 P:26 SP:F9 CYC:8471
FA20  60        RTS                             A:55 X:55 Y:E3 P:24 SP:F9 CYC:8473
D86C  C8        INY                             A:55 X:55 Y:E3 P:24 SP:FB CYC:8479
D86D  8D 78 06  STA $0678 = 01                  A:55 X:55 Y:E4 P:A4 SP:FB CYC:8481
D870  2E 78 06  ROL $0678 = 55                  A:55 X:55 Y:E4 P:A4 SP:FB CYC:8485
